snapshot,selection_reason,scenario,demand_GW,available_VRE_GW,dispatched_VRE_GW,coal_GW,lignite_GW,CCGT_GW,other_firm_GW,nuclear_GW,load_shedding_GW,modelled_marginal_price_EUR_per_MWh
2021-01-28 09:00:00,Max residual load,severe,75.57766998291014,3.7594860240304597,3.7594860240304593,20.351945,19.457035,20.8346431258797,11.174560833,0,0.0,49.134033085248994
2021-01-28 09:00:00,Max CCGT dispatch,severe,75.57766998291014,3.7594860240304597,3.7594860240304593,20.351945,19.457035,20.8346431258797,11.174560833,0,0.0,49.134033085248994
2021-02-01 21:00:00,Min available VRE,severe,58.124056640625,1.344412224600305,1.344412224600305,20.351945,19.457035,5.796103583024705,11.174560833,0,0.0,46.81186380192624
2021-01-28 06:00:00,Max modelled marginal price,severe,72.19035919443765,2.993517011663919,2.9935170116639185,20.351945,19.457035,18.21330134977374,11.174560833,0,0.0,49.134033085249
2021-01-28 09:00:00,Peak load shedding (decarb),decarb,75.57766998291014,3.7594860240304597,3.7594860240304593,0.0,0.0,30.783128330000004,22.971650542,0,18.063405086879715,10000.000000000002
