block,timestamp,available_MW
vre,2021-02-01 03:00:00,5878.038435619431
vre,2021-02-01 06:00:00,6540.727674349498
vre,2021-02-01 09:00:00,6295.425482366954
vre,2021-02-01 12:00:00,3602.159660283767
vre,2021-02-01 15:00:00,2407.1583508877434
vre,2021-02-01 18:00:00,1802.199507387881
vre,2021-02-01 21:00:00,1344.4122246003049
vre,2021-02-02 00:00:00,1600.7260063365013
vre,2021-02-02 03:00:00,1589.8168743126894
vre,2021-02-02 06:00:00,1670.304009413767
vre,2021-02-02 09:00:00,2882.199107965569
vre,2021-02-02 12:00:00,3239.2897631132905
vre,2021-02-02 15:00:00,3774.2711199594496
vre,2021-02-02 18:00:00,4988.612608406221
vre,2021-02-02 21:00:00,6054.317857261263
vre,2021-02-03 00:00:00,6259.097819647614
vre,2021-02-03 03:00:00,7030.555891399589
vre,2021-02-03 06:00:00,7455.919958831348
vre,2021-02-03 09:00:00,6941.246022347794
vre,2021-02-03 12:00:00,7459.439871520627
vre,2021-02-03 15:00:00,9193.401358634266
vre,2021-02-03 18:00:00,9964.289906744003
vre,2021-02-03 21:00:00,10396.376043701532
vre,2021-02-04 00:00:00,10181.578850564581
vre,2021-02-04 03:00:00,8895.623930183347
vre,2021-02-04 06:00:00,7324.606667284553
vre,2021-02-04 09:00:00,7396.2062100585235
vre,2021-02-04 12:00:00,5543.2602254761
vre,2021-02-04 15:00:00,2726.4421795846065
vre,2021-02-04 18:00:00,2959.900842692886
vre,2021-02-04 21:00:00,3568.081750455147
vre,2021-02-05 00:00:00,4131.493795126939
vre,2021-02-05 03:00:00,4599.869236727147
vre,2021-02-05 06:00:00,6124.710977699258
vre,2021-02-05 09:00:00,6868.869286753834
vre,2021-02-05 12:00:00,6421.581775141977
vre,2021-02-05 15:00:00,6318.460778977576
vre,2021-02-05 18:00:00,6989.762271394093
vre,2021-02-05 21:00:00,7366.659806306779
vre,2021-02-06 00:00:00,7771.06919098695
vre,2021-02-06 03:00:00,8456.540059585363
vre,2021-02-06 06:00:00,10925.728106602222
vre,2021-02-06 09:00:00,14747.327532962003
vre,2021-02-06 12:00:00,18796.617800803204
vre,2021-02-06 15:00:00,23484.828732104575
vre,2021-02-06 18:00:00,30831.94718149107
vre,2021-02-06 21:00:00,35569.9787385589
vre,2021-02-07 00:00:00,41971.62622810223
vre,2021-02-07 03:00:00,47879.356997808994
vre,2021-02-07 06:00:00,53164.044787760555
vre,2021-02-07 09:00:00,57819.68907529176
vre,2021-02-07 12:00:00,58564.16112625758
vre,2021-02-07 15:00:00,59559.91614845646
vre,2021-02-07 18:00:00,62448.38587501706
vre,2021-02-07 21:00:00,57487.658614802756
vre,2021-02-08 00:00:00,57009.25140493683
vre,2021-02-08 03:00:00,53049.453279613525
vre,2021-02-08 06:00:00,50368.66377119402
vre,2021-02-08 09:00:00,53269.44370006314
vre,2021-02-08 12:00:00,46479.7531585211
vre,2021-02-08 15:00:00,35731.07927914162
vre,2021-02-08 18:00:00,29572.828654344732
vre,2021-02-08 21:00:00,24020.08549600062
vre,2021-02-09 00:00:00,21266.92981933024
vre,2021-02-09 03:00:00,20687.167426544376
vre,2021-02-09 06:00:00,21009.02329576679
vre,2021-02-09 09:00:00,25119.483559401713
vre,2021-02-09 12:00:00,21522.572086464115
vre,2021-02-09 15:00:00,16880.746933279315
vre,2021-02-09 18:00:00,17313.350075806895
vre,2021-02-09 21:00:00,15989.77446902151
vre,2021-02-10 00:00:00,15963.222262069372
vre,2021-02-10 03:00:00,18320.826279676283
vre,2021-02-10 06:00:00,21686.16887109983
vre,2021-02-10 09:00:00,29832.29538487851
vre,2021-02-10 12:00:00,28070.900870512734
vre,2021-02-10 15:00:00,23086.70824147807
vre,2021-02-10 18:00:00,23893.336666776322
vre,2021-02-10 21:00:00,19020.554122650403
vre,2021-02-11 00:00:00,14513.77123787417
vre,2021-02-11 03:00:00,12051.888670680119
vre,2021-02-11 06:00:00,13221.193792089827
vre,2021-02-11 09:00:00,17043.8657967019
vre,2021-02-11 12:00:00,14142.697415311019
vre,2021-02-11 15:00:00,9266.519242007538
vre,2021-02-11 18:00:00,14097.256113906642
vre,2021-02-11 21:00:00,16508.505450709126
vre,2021-02-12 00:00:00,14849.434106182509
vre,2021-02-12 03:00:00,16096.054368556803
vre,2021-02-12 06:00:00,24499.402365519636
vre,2021-02-12 09:00:00,37775.57971697618
vre,2021-02-12 12:00:00,34623.332879092755
vre,2021-02-12 15:00:00,22993.83869363957
vre,2021-02-12 18:00:00,25447.65858766955
vre,2021-02-12 21:00:00,22365.725451400103
vre,2021-02-13 00:00:00,15869.406904350522
vre,2021-02-13 03:00:00,12824.002231089611
vre,2021-02-13 06:00:00,17177.928364410232
vre,2021-02-13 09:00:00,28443.727205010506
vre,2021-02-13 12:00:00,23898.538263563558
vre,2021-02-13 15:00:00,11238.73358667539
vre,2021-02-13 18:00:00,13704.136879098389
vre,2021-02-13 21:00:00,15932.940047397838
vre,2021-02-14 00:00:00,19363.61085926718
vre,2021-02-14 03:00:00,18772.124369314784
vre,2021-02-14 06:00:00,26570.27305359758
vre,2021-02-14 09:00:00,40697.69844676413
vre,2021-02-14 12:00:00,36611.33670549404
vre,2021-02-14 15:00:00,29251.65621199272
vre,2021-02-14 18:00:00,36551.02152763883
vre,2021-02-14 21:00:00,40740.29013436841
coal,2021-01-18 00:00:00,20351.945
coal,2021-01-18 03:00:00,20351.945
coal,2021-01-18 06:00:00,20351.945
coal,2021-01-18 09:00:00,20351.945
coal,2021-01-18 12:00:00,20351.945
coal,2021-01-18 15:00:00,20351.945
coal,2021-01-18 18:00:00,20351.945
coal,2021-01-18 21:00:00,20351.945
coal,2021-01-19 00:00:00,20351.945
coal,2021-01-19 03:00:00,20351.945
coal,2021-01-19 06:00:00,20351.945
coal,2021-01-19 09:00:00,20351.945
coal,2021-01-19 12:00:00,20351.945
coal,2021-01-19 15:00:00,20351.945
coal,2021-01-19 18:00:00,20351.945
coal,2021-01-19 21:00:00,20351.945
coal,2021-01-20 00:00:00,20351.945
coal,2021-01-20 03:00:00,20351.945
coal,2021-01-20 06:00:00,20351.945
coal,2021-01-20 09:00:00,20351.945
coal,2021-01-20 12:00:00,20351.945
coal,2021-01-20 15:00:00,20351.945
coal,2021-01-20 18:00:00,20351.945
coal,2021-01-20 21:00:00,20351.945
coal,2021-01-21 00:00:00,20351.945
coal,2021-01-21 03:00:00,20351.945
coal,2021-01-21 06:00:00,20351.945
coal,2021-01-21 09:00:00,20351.945
coal,2021-01-21 12:00:00,20351.945
coal,2021-01-21 15:00:00,20351.945
coal,2021-01-21 18:00:00,20351.945
coal,2021-01-21 21:00:00,20351.945
coal,2021-01-22 00:00:00,20351.945
coal,2021-01-22 03:00:00,20351.945
coal,2021-01-22 06:00:00,20351.945
coal,2021-01-22 09:00:00,20351.945
coal,2021-01-22 12:00:00,20351.945
coal,2021-01-22 15:00:00,20351.945
coal,2021-01-22 18:00:00,20351.945
coal,2021-01-22 21:00:00,20351.945
coal,2021-01-23 00:00:00,20351.945
coal,2021-01-23 03:00:00,20351.945
coal,2021-01-23 06:00:00,20351.945
coal,2021-01-23 09:00:00,20351.945
coal,2021-01-23 12:00:00,20351.945
coal,2021-01-23 15:00:00,20351.945
coal,2021-01-23 18:00:00,20351.945
coal,2021-01-23 21:00:00,20351.945
coal,2021-01-24 00:00:00,20351.945
coal,2021-01-24 03:00:00,20351.945
coal,2021-01-24 06:00:00,20351.945
coal,2021-01-24 09:00:00,20351.945
coal,2021-01-24 12:00:00,20351.945
coal,2021-01-24 15:00:00,20351.945
coal,2021-01-24 18:00:00,20351.945
coal,2021-01-24 21:00:00,20351.945
coal,2021-01-25 00:00:00,20351.945
coal,2021-01-25 03:00:00,20351.945
coal,2021-01-25 06:00:00,20351.945
coal,2021-01-25 09:00:00,20351.945
coal,2021-01-25 12:00:00,20351.945
coal,2021-01-25 15:00:00,20351.945
coal,2021-01-25 18:00:00,20351.945
coal,2021-01-25 21:00:00,20351.945
coal,2021-01-26 00:00:00,20351.945
coal,2021-01-26 03:00:00,20351.945
coal,2021-01-26 06:00:00,20351.945
coal,2021-01-26 09:00:00,20351.945
coal,2021-01-26 12:00:00,20351.945
coal,2021-01-26 15:00:00,20351.945
coal,2021-01-26 18:00:00,20351.945
coal,2021-01-26 21:00:00,20351.945
coal,2021-01-27 00:00:00,20351.945
coal,2021-01-27 03:00:00,20351.945
coal,2021-01-27 06:00:00,20351.945
coal,2021-01-27 09:00:00,20351.945
coal,2021-01-27 12:00:00,20351.945
coal,2021-01-27 15:00:00,20351.945
coal,2021-01-27 18:00:00,20351.945
coal,2021-01-27 21:00:00,20351.945
coal,2021-01-28 00:00:00,20351.945
coal,2021-01-28 03:00:00,20351.945
coal,2021-01-28 06:00:00,20351.945
coal,2021-01-28 09:00:00,20351.945
coal,2021-01-28 12:00:00,20351.945
coal,2021-01-28 15:00:00,20351.945
coal,2021-01-28 18:00:00,20351.945
coal,2021-01-28 21:00:00,20351.945
coal,2021-01-29 00:00:00,20351.945
coal,2021-01-29 03:00:00,20351.945
coal,2021-01-29 06:00:00,20351.945
coal,2021-01-29 09:00:00,20351.945
coal,2021-01-29 12:00:00,20351.945
coal,2021-01-29 15:00:00,20351.945
coal,2021-01-29 18:00:00,20351.945
coal,2021-01-29 21:00:00,20351.945
coal,2021-01-30 00:00:00,20351.945
coal,2021-01-30 03:00:00,20351.945
coal,2021-01-30 06:00:00,20351.945
coal,2021-01-30 09:00:00,20351.945
coal,2021-01-30 12:00:00,20351.945
coal,2021-01-30 15:00:00,20351.945
coal,2021-01-30 18:00:00,20351.945
coal,2021-01-30 21:00:00,20351.945
coal,2021-01-31 00:00:00,20351.945
coal,2021-01-31 03:00:00,20351.945
coal,2021-01-31 06:00:00,20351.945
coal,2021-01-31 09:00:00,20351.945
coal,2021-01-31 12:00:00,20351.945
coal,2021-01-31 15:00:00,20351.945
coal,2021-01-31 18:00:00,20351.945
coal,2021-01-31 21:00:00,20351.945
coal,2021-02-01 00:00:00,20351.945
coal,2021-02-01 03:00:00,20351.945
coal,2021-02-01 06:00:00,20351.945
coal,2021-02-01 09:00:00,20351.945
coal,2021-02-01 12:00:00,20351.945
coal,2021-02-01 15:00:00,20351.945
coal,2021-02-01 18:00:00,20351.945
coal,2021-02-01 21:00:00,20351.945
coal,2021-02-02 00:00:00,20351.945
coal,2021-02-02 03:00:00,20351.945
coal,2021-02-02 06:00:00,20351.945
coal,2021-02-02 09:00:00,20351.945
coal,2021-02-02 12:00:00,20351.945
coal,2021-02-02 15:00:00,20351.945
coal,2021-02-02 18:00:00,20351.945
coal,2021-02-02 21:00:00,20351.945
coal,2021-02-03 00:00:00,20351.945
coal,2021-02-03 03:00:00,20351.945
coal,2021-02-03 06:00:00,20351.945
coal,2021-02-03 09:00:00,20351.945
coal,2021-02-03 12:00:00,20351.945
coal,2021-02-03 15:00:00,20351.945
coal,2021-02-03 18:00:00,20351.945
coal,2021-02-03 21:00:00,20351.945
coal,2021-02-04 00:00:00,20351.945
coal,2021-02-04 03:00:00,20351.945
coal,2021-02-04 06:00:00,20351.945
coal,2021-02-04 09:00:00,20351.945
coal,2021-02-04 12:00:00,20351.945
coal,2021-02-04 15:00:00,20351.945
coal,2021-02-04 18:00:00,20351.945
coal,2021-02-04 21:00:00,20351.945
coal,2021-02-05 00:00:00,20351.945
coal,2021-02-05 03:00:00,20351.945
coal,2021-02-05 06:00:00,20351.945
coal,2021-02-05 09:00:00,20351.945
coal,2021-02-05 12:00:00,20351.945
coal,2021-02-05 15:00:00,20351.945
coal,2021-02-05 18:00:00,20351.945
coal,2021-02-05 21:00:00,20351.945
coal,2021-02-06 00:00:00,20351.945
coal,2021-02-06 03:00:00,20351.945
coal,2021-02-06 06:00:00,20351.945
coal,2021-02-06 09:00:00,20351.945
coal,2021-02-06 12:00:00,20351.945
coal,2021-02-06 15:00:00,20351.945
coal,2021-02-06 18:00:00,20351.945
coal,2021-02-06 21:00:00,20351.945
coal,2021-02-07 00:00:00,20351.945
coal,2021-02-07 03:00:00,20351.945
coal,2021-02-07 06:00:00,20351.945
coal,2021-02-07 09:00:00,20351.945
coal,2021-02-07 12:00:00,20351.945
coal,2021-02-07 15:00:00,20351.945
coal,2021-02-07 18:00:00,20351.945
coal,2021-02-07 21:00:00,20351.945
coal,2021-02-08 00:00:00,20351.945
coal,2021-02-08 03:00:00,20351.945
coal,2021-02-08 06:00:00,20351.945
coal,2021-02-08 09:00:00,20351.945
coal,2021-02-08 12:00:00,20351.945
coal,2021-02-08 15:00:00,20351.945
coal,2021-02-08 18:00:00,20351.945
coal,2021-02-08 21:00:00,20351.945
coal,2021-02-09 00:00:00,20351.945
coal,2021-02-09 03:00:00,20351.945
coal,2021-02-09 06:00:00,20351.945
coal,2021-02-09 09:00:00,20351.945
coal,2021-02-09 12:00:00,20351.945
coal,2021-02-09 15:00:00,20351.945
coal,2021-02-09 18:00:00,20351.945
coal,2021-02-09 21:00:00,20351.945
coal,2021-02-10 00:00:00,20351.945
coal,2021-02-10 03:00:00,20351.945
coal,2021-02-10 06:00:00,20351.945
coal,2021-02-10 09:00:00,20351.945
coal,2021-02-10 12:00:00,20351.945
coal,2021-02-10 15:00:00,20351.945
coal,2021-02-10 18:00:00,20351.945
coal,2021-02-10 21:00:00,20351.945
coal,2021-02-11 00:00:00,20351.945
coal,2021-02-11 03:00:00,20351.945
coal,2021-02-11 06:00:00,20351.945
coal,2021-02-11 09:00:00,20351.945
coal,2021-02-11 12:00:00,20351.945
coal,2021-02-11 15:00:00,20351.945
coal,2021-02-11 18:00:00,20351.945
coal,2021-02-11 21:00:00,20351.945
coal,2021-02-12 00:00:00,20351.945
coal,2021-02-12 03:00:00,20351.945
coal,2021-02-12 06:00:00,20351.945
coal,2021-02-12 09:00:00,20351.945
coal,2021-02-12 12:00:00,20351.945
coal,2021-02-12 15:00:00,20351.945
coal,2021-02-12 18:00:00,20351.945
coal,2021-02-12 21:00:00,20351.945
coal,2021-02-13 00:00:00,20351.945
coal,2021-02-13 03:00:00,20351.945
coal,2021-02-13 06:00:00,20351.945
coal,2021-02-13 09:00:00,20351.945
coal,2021-02-13 12:00:00,20351.945
coal,2021-02-13 15:00:00,20351.945
coal,2021-02-13 18:00:00,20351.945
coal,2021-02-13 21:00:00,20351.945
coal,2021-02-14 00:00:00,20351.945
coal,2021-02-14 03:00:00,20351.945
coal,2021-02-14 06:00:00,20351.945
coal,2021-02-14 09:00:00,20351.945
coal,2021-02-14 12:00:00,20351.945
coal,2021-02-14 15:00:00,20351.945
coal,2021-02-14 18:00:00,20351.945
coal,2021-02-14 21:00:00,20351.945
lignite,2021-01-18 00:00:00,19457.035
lignite,2021-01-18 03:00:00,19457.035
lignite,2021-01-18 06:00:00,19457.035
lignite,2021-01-18 09:00:00,19457.035
lignite,2021-01-18 12:00:00,19457.035
lignite,2021-01-18 15:00:00,19457.035
lignite,2021-01-18 18:00:00,19457.035
lignite,2021-01-18 21:00:00,19457.035
lignite,2021-01-19 00:00:00,19457.035
lignite,2021-01-19 03:00:00,19457.035
lignite,2021-01-19 06:00:00,19457.035
lignite,2021-01-19 09:00:00,19457.035
lignite,2021-01-19 12:00:00,19457.035
lignite,2021-01-19 15:00:00,19457.035
lignite,2021-01-19 18:00:00,19457.035
lignite,2021-01-19 21:00:00,19457.035
lignite,2021-01-20 00:00:00,19457.035
lignite,2021-01-20 03:00:00,19457.035
lignite,2021-01-20 06:00:00,19457.035
lignite,2021-01-20 09:00:00,19457.035
lignite,2021-01-20 12:00:00,19457.035
lignite,2021-01-20 15:00:00,19457.035
lignite,2021-01-20 18:00:00,19457.035
lignite,2021-01-20 21:00:00,19457.035
lignite,2021-01-21 00:00:00,19457.035
lignite,2021-01-21 03:00:00,19457.035
lignite,2021-01-21 06:00:00,19457.035
lignite,2021-01-21 09:00:00,19457.035
lignite,2021-01-21 12:00:00,19457.035
lignite,2021-01-21 15:00:00,19457.035
lignite,2021-01-21 18:00:00,19457.035
lignite,2021-01-21 21:00:00,19457.035
lignite,2021-01-22 00:00:00,19457.035
lignite,2021-01-22 03:00:00,19457.035
lignite,2021-01-22 06:00:00,19457.035
lignite,2021-01-22 09:00:00,19457.035
lignite,2021-01-22 12:00:00,19457.035
lignite,2021-01-22 15:00:00,19457.035
lignite,2021-01-22 18:00:00,19457.035
lignite,2021-01-22 21:00:00,19457.035
lignite,2021-01-23 00:00:00,19457.035
lignite,2021-01-23 03:00:00,19457.035
lignite,2021-01-23 06:00:00,19457.035
lignite,2021-01-23 09:00:00,19457.035
lignite,2021-01-23 12:00:00,19457.035
lignite,2021-01-23 15:00:00,19457.035
lignite,2021-01-23 18:00:00,19457.035
lignite,2021-01-23 21:00:00,19457.035
lignite,2021-01-24 00:00:00,19457.035
lignite,2021-01-24 03:00:00,19457.035
lignite,2021-01-24 06:00:00,19457.035
lignite,2021-01-24 09:00:00,19457.035
lignite,2021-01-24 12:00:00,19457.035
lignite,2021-01-24 15:00:00,19457.035
lignite,2021-01-24 18:00:00,19457.035
lignite,2021-01-24 21:00:00,19457.035
lignite,2021-01-25 00:00:00,19457.035
lignite,2021-01-25 03:00:00,19457.035
lignite,2021-01-25 06:00:00,19457.035
lignite,2021-01-25 09:00:00,19457.035
lignite,2021-01-25 12:00:00,19457.035
lignite,2021-01-25 15:00:00,19457.035
lignite,2021-01-25 18:00:00,19457.035
lignite,2021-01-25 21:00:00,19457.035
lignite,2021-01-26 00:00:00,19457.035
lignite,2021-01-26 03:00:00,19457.035
lignite,2021-01-26 06:00:00,19457.035
lignite,2021-01-26 09:00:00,19457.035
lignite,2021-01-26 12:00:00,19457.035
lignite,2021-01-26 15:00:00,19457.035
lignite,2021-01-26 18:00:00,19457.035
lignite,2021-01-26 21:00:00,19457.035
lignite,2021-01-27 00:00:00,19457.035
lignite,2021-01-27 03:00:00,19457.035
lignite,2021-01-27 06:00:00,19457.035
lignite,2021-01-27 09:00:00,19457.035
lignite,2021-01-27 12:00:00,19457.035
lignite,2021-01-27 15:00:00,19457.035
lignite,2021-01-27 18:00:00,19457.035
lignite,2021-01-27 21:00:00,19457.035
lignite,2021-01-28 00:00:00,19457.035
lignite,2021-01-28 03:00:00,19457.035
lignite,2021-01-28 06:00:00,19457.035
lignite,2021-01-28 09:00:00,19457.035
lignite,2021-01-28 12:00:00,19457.035
lignite,2021-01-28 15:00:00,19457.035
lignite,2021-01-28 18:00:00,19457.035
lignite,2021-01-28 21:00:00,19457.035
lignite,2021-01-29 00:00:00,19457.035
lignite,2021-01-29 03:00:00,19457.035
lignite,2021-01-29 06:00:00,19457.035
lignite,2021-01-29 09:00:00,19457.035
lignite,2021-01-29 12:00:00,19457.035
lignite,2021-01-29 15:00:00,19457.035
lignite,2021-01-29 18:00:00,19457.035
lignite,2021-01-29 21:00:00,19457.035
lignite,2021-01-30 00:00:00,19457.035
lignite,2021-01-30 03:00:00,19457.035
lignite,2021-01-30 06:00:00,19457.035
lignite,2021-01-30 09:00:00,19457.035
lignite,2021-01-30 12:00:00,19457.035
lignite,2021-01-30 15:00:00,19457.035
lignite,2021-01-30 18:00:00,19457.035
lignite,2021-01-30 21:00:00,19457.035
lignite,2021-01-31 00:00:00,19457.035
lignite,2021-01-31 03:00:00,19457.035
lignite,2021-01-31 06:00:00,19457.035
lignite,2021-01-31 09:00:00,19457.035
lignite,2021-01-31 12:00:00,19457.035
lignite,2021-01-31 15:00:00,19457.035
lignite,2021-01-31 18:00:00,19457.035
lignite,2021-01-31 21:00:00,19457.035
lignite,2021-02-01 00:00:00,19457.035
lignite,2021-02-01 03:00:00,19457.035
lignite,2021-02-01 06:00:00,19457.035
lignite,2021-02-01 09:00:00,19457.035
lignite,2021-02-01 12:00:00,19457.035
lignite,2021-02-01 15:00:00,19457.035
lignite,2021-02-01 18:00:00,19457.035
lignite,2021-02-01 21:00:00,19457.035
lignite,2021-02-02 00:00:00,19457.035
lignite,2021-02-02 03:00:00,19457.035
lignite,2021-02-02 06:00:00,19457.035
lignite,2021-02-02 09:00:00,19457.035
lignite,2021-02-02 12:00:00,19457.035
lignite,2021-02-02 15:00:00,19457.035
lignite,2021-02-02 18:00:00,19457.035
lignite,2021-02-02 21:00:00,19457.035
lignite,2021-02-03 00:00:00,19457.035
lignite,2021-02-03 03:00:00,19457.035
lignite,2021-02-03 06:00:00,19457.035
lignite,2021-02-03 09:00:00,19457.035
lignite,2021-02-03 12:00:00,19457.035
lignite,2021-02-03 15:00:00,19457.035
lignite,2021-02-03 18:00:00,19457.035
lignite,2021-02-03 21:00:00,19457.035
lignite,2021-02-04 00:00:00,19457.035
lignite,2021-02-04 03:00:00,19457.035
lignite,2021-02-04 06:00:00,19457.035
lignite,2021-02-04 09:00:00,19457.035
lignite,2021-02-04 12:00:00,19457.035
lignite,2021-02-04 15:00:00,19457.035
lignite,2021-02-04 18:00:00,19457.035
lignite,2021-02-04 21:00:00,19457.035
lignite,2021-02-05 00:00:00,19457.035
lignite,2021-02-05 03:00:00,19457.035
lignite,2021-02-05 06:00:00,19457.035
lignite,2021-02-05 09:00:00,19457.035
lignite,2021-02-05 12:00:00,19457.035
lignite,2021-02-05 15:00:00,19457.035
lignite,2021-02-05 18:00:00,19457.035
lignite,2021-02-05 21:00:00,19457.035
lignite,2021-02-06 00:00:00,19457.035
lignite,2021-02-06 03:00:00,19457.035
lignite,2021-02-06 06:00:00,19457.035
lignite,2021-02-06 09:00:00,19457.035
lignite,2021-02-06 12:00:00,19457.035
lignite,2021-02-06 15:00:00,19457.035
lignite,2021-02-06 18:00:00,19457.035
lignite,2021-02-06 21:00:00,19457.035
lignite,2021-02-07 00:00:00,19457.035
lignite,2021-02-07 03:00:00,19457.035
lignite,2021-02-07 06:00:00,19457.035
lignite,2021-02-07 09:00:00,19457.035
lignite,2021-02-07 12:00:00,19457.035
lignite,2021-02-07 15:00:00,19457.035
lignite,2021-02-07 18:00:00,19457.035
lignite,2021-02-07 21:00:00,19457.035
lignite,2021-02-08 00:00:00,19457.035
lignite,2021-02-08 03:00:00,19457.035
lignite,2021-02-08 06:00:00,19457.035
lignite,2021-02-08 09:00:00,19457.035
lignite,2021-02-08 12:00:00,19457.035
lignite,2021-02-08 15:00:00,19457.035
lignite,2021-02-08 18:00:00,19457.035
lignite,2021-02-08 21:00:00,19457.035
