scenario,core_twh,full_window_twh,full_core_ratio,ok,issues
matched-base-v4,21.15187334867096,42.74189687617096,2.020714485738757,True,[]
stylised-df-severe-v4,21.15187334867096,42.74189687617096,2.020714485738757,True,[]
