constraint_included_in_dispatch,dispatch_mode,configured_cap_tco2,constraint_type,constrained_solve_attempted,constrained_solve_status,solver_error,coefficient_issue,constrained_solve_time_s,constrained_objective_meur,unconstrained_emissions_kt_matched-base-v4,unconstrained_emissions_mt_matched-base-v4,unconstrained_emissions_kt_stylised-df-severe-v4,unconstrained_emissions_mt_stylised-df-severe-v4,unit,interpretation
True,CO2-constrained dispatch,19178082.191780824,primary_energy,True,"('ok', 'optimal')",,"With CO2Limit present, LP matrix contains |values| up to ~5e16 (HiGHS rejects >1e15; Gurobi restricted license rejects 2.7M-row model)",36.96543020801619,736.7391713370932,16090.963166674168,16.090963166674168,20636.72917213841,20.63672917213841,ktCO2 (1 kt = 1000 t); MtCO2 = kt/1000,"Dispatch solved without CO2Limit (unconstrained operational dispatch). Emissions are post-processed tallies, not proof of cap non-binding."
