,matched-reference,historical-severe,extreme-stress,legacy-2021-base,legacy-synthetic-df
existing_wind_gw,84.4958089,84.4958089,84.4958089,84.4958089,84.4958089
existing_solar_gw,48.77125402000001,48.77125402000001,48.77125402000001,48.77125402000001,48.77125402000001
ccgt_gw,30.783128330000004,30.783128330000004,30.783128330000004,30.783128516078808,36.946480421431914
nuclear_mw,0.0,0.0,0.0,0.0,0.0
battery_storageunit_power_mw,0.0,0.0,0.0,35.193600249483495,29315.96756636229
battery_storageunit_energy_mwh,0.0,0.0,0.0,211.16160149690097,175895.80539817375
