n,k,scale,new_MW
DE0,ccgt,1.0,9197.108637575919
DE1,onwind,1.0,4993.695228155153
DE1,solar,1.0,2098.9329079872127
DE2,solar,1.0,22543.796885565414
DE3,solar,1.0,40380.88585500962
DE4,solar,1.0,2690.6751520085104
DE5,solar,1.0,169467.20901160184
DE6,solar,1.0,6450.91115846937
DE7,ccgt,1.0,12124.951100845408
DE8,ccgt,1.0,22.32720096599348
