n,scale,power_MW
DE0,1.0,10282.157140916068
DE1,1.0,0.0
DE2,1.0,0.0
DE3,1.0,4174.143390842722
DE4,1.0,0.0
DE5,1.0,65433.85918154562
DE6,1.0,0.0
DE7,1.0,335.26588754637737
DE8,1.0,9596.610972010201
DE9,1.0,66.44593580000037
