n,scale,energy_MWh
DE0,1.0,41128.62856366427
DE1,1.0,0.0
DE2,1.0,0.0
DE3,1.0,16696.573563370886
DE4,1.0,0.0
DE5,1.0,261735.43672618247
DE6,1.0,0.0
DE7,1.0,1341.0635501855095
DE8,1.0,38386.443888040805
DE9,1.0,265.7837432000015
