n,k,scale,new_MW
DE0,onwind,1.0,973.5589326608117
DE0,solar,1.0,47980.902710310904
DE1,onwind,1.0,23071.611216026955
DE2,ccgt,1.0,1.2075488285731708
DE2,onwind,1.0,692.1144638027483
DE2,solar,1.0,9877.128863194019
DE4,solar,1.0,94765.30114301221
DE5,ccgt,1.0,10860.356548361944
DE5,solar,1.0,103945.3885756606
DE6,ccgt,1.0,11768.745022910525
