n,scale,energy_MWh
DE0,1.0,41258.372819330936
DE1,1.0,0.0
DE2,1.0,0.0
DE3,1.0,15965.349401698246
DE4,1.0,0.0
DE5,1.0,259138.32819278748
DE6,1.0,360.85342412337224
DE7,1.0,1781.0162693182724
DE8,1.0,41050.0099273858
DE9,1.0,0.0
