n,scale,power_MW
DE0,1.0,10314.593204832734
DE1,1.0,0.0
DE2,1.0,0.0
DE3,1.0,3991.3373504245615
DE4,1.0,0.0
DE5,1.0,64784.58204819687
DE6,1.0,90.21335603084306
DE7,1.0,445.2540673295681
DE8,1.0,10262.50248184645
DE9,1.0,0.0
