n,k,scale,new_MW
DE0,ccgt,1.0,9089.664679547577
DE1,ccgt,1.0,29.357857885614195
DE1,onwind,1.0,4993.695228155464
DE1,solar,1.0,10.076779075022223
DE2,solar,1.0,23956.560854282685
DE3,solar,1.0,40009.0678046552
DE4,solar,1.0,4453.738338866285
DE5,solar,1.0,169477.8616603773
DE6,solar,1.0,5725.105533385415
DE7,ccgt,1.0,12174.230780668417
DE8,ccgt,1.0,50.563400432147624
DE9,ccgt,1.0,0.570220853553468
