n,k,scale,new_MW
DE0,ccgt,1.0,9109.044544567112
DE0,solar,1.0,1327.8193059305083
DE1,onwind,1.0,4993.695228155268
DE2,ccgt,1.0,21.120721373360887
DE2,solar,1.0,24614.230687051648
DE3,solar,1.0,41497.50907120185
DE4,solar,1.0,1885.5452063345008
DE5,ccgt,1.0,146.28579437283437
DE5,solar,1.0,169201.85072759836
DE6,solar,1.0,5105.455972525203
DE7,ccgt,1.0,12067.935879074
