n,scale,energy_MWh
DE0,1.0,29861.944932602557
DE1,1.0,0.0
DE2,1.0,130510.89889841591
DE3,1.0,65282.386154262196
DE4,1.0,0.0
DE5,1.0,0.0
DE6,1.0,185552.6384597141
DE7,1.0,9764.204068536481
DE8,1.0,0.0
DE9,1.0,0.0
