n,scale,power_MW
DE0,1.0,0.0
DE1,1.0,28051.986849013563
DE2,1.0,46771.22812886515
DE3,1.0,2995.001395082909
DE4,1.0,10046.705645149998
DE5,1.0,449.35069895125537
DE6,1.0,35528.989322910726
DE7,1.0,6778.674644953125
DE8,1.0,0.0
DE9,1.0,0.0
