timestamp,scenario,load_shedding_GW
2021-01-30 00:00:00,+4.5 GW SMR,0.0
2021-01-30 03:00:00,+4.5 GW SMR,0.0
2021-01-30 06:00:00,+4.5 GW SMR,0.0
2021-01-30 09:00:00,+4.5 GW SMR,0.6345583360463097
2021-01-30 12:00:00,+4.5 GW SMR,0.0
2021-01-30 15:00:00,+4.5 GW SMR,2.484706554890928
2021-01-30 18:00:00,+4.5 GW SMR,0.0
2021-01-30 21:00:00,+4.5 GW SMR,0.0
2021-01-31 00:00:00,+4.5 GW SMR,0.0
2021-01-31 03:00:00,+4.5 GW SMR,0.0
2021-01-31 06:00:00,+4.5 GW SMR,0.0
2021-01-31 09:00:00,+4.5 GW SMR,0.0
2021-01-31 12:00:00,+4.5 GW SMR,0.0
2021-01-31 15:00:00,+4.5 GW SMR,0.0
2021-01-31 18:00:00,+4.5 GW SMR,0.0
2021-01-31 21:00:00,+4.5 GW SMR,0.0
2021-02-01 00:00:00,+4.5 GW SMR,0.0
2021-02-01 03:00:00,+4.5 GW SMR,0.0
2021-02-01 06:00:00,+4.5 GW SMR,7.162597630489679
2021-02-01 09:00:00,+4.5 GW SMR,9.719145639020908
2021-02-01 12:00:00,+4.5 GW SMR,10.37714227317683
2021-02-01 15:00:00,+4.5 GW SMR,11.829827799390074
2021-02-01 18:00:00,+4.5 GW SMR,8.30944412122245
2021-02-01 21:00:00,+4.5 GW SMR,0.0
2021-02-02 00:00:00,+4.5 GW SMR,0.0
2021-02-02 03:00:00,+4.5 GW SMR,0.0
2021-02-02 06:00:00,+4.5 GW SMR,11.665327145136501
2021-02-02 09:00:00,+4.5 GW SMR,13.675074530613866
2021-02-02 12:00:00,+4.5 GW SMR,11.4786830840436
2021-02-02 15:00:00,+4.5 GW SMR,10.90513086792417
2021-02-02 18:00:00,+4.5 GW SMR,5.422276028036953
2021-02-02 21:00:00,+4.5 GW SMR,0.0
2021-02-03 00:00:00,+4.5 GW SMR,0.0
2021-02-03 03:00:00,+4.5 GW SMR,0.0
2021-02-03 06:00:00,+4.5 GW SMR,6.8229637032466
2021-02-03 09:00:00,+4.5 GW SMR,10.459832573303594
2021-02-03 12:00:00,+4.5 GW SMR,8.227748755258665
2021-02-03 15:00:00,+4.5 GW SMR,6.921284763160496
2021-02-03 18:00:00,+4.5 GW SMR,2.2746561841262465
2021-02-03 21:00:00,+4.5 GW SMR,0.0
2021-02-04 00:00:00,+4.5 GW SMR,0.0
2021-02-04 03:00:00,+4.5 GW SMR,0.0
2021-02-04 06:00:00,+4.5 GW SMR,6.1965911223975505
2021-02-04 09:00:00,+4.5 GW SMR,7.163079060804424
2021-02-04 12:00:00,+4.5 GW SMR,5.3071859340587135
2021-02-04 15:00:00,+4.5 GW SMR,8.963277252146652
2021-02-04 18:00:00,+4.5 GW SMR,5.695990306364225
2021-02-04 21:00:00,+4.5 GW SMR,0.0
2021-02-05 00:00:00,+4.5 GW SMR,0.0
2021-02-05 03:00:00,+4.5 GW SMR,0.0
2021-02-05 06:00:00,+4.5 GW SMR,5.88102680272585
2021-02-05 09:00:00,+4.5 GW SMR,7.616306855792865
2021-02-05 12:00:00,+4.5 GW SMR,4.928039372185788
2021-02-05 15:00:00,+4.5 GW SMR,5.575957856244888
2021-02-05 18:00:00,+4.5 GW SMR,0.8594371586078455
2021-02-05 21:00:00,+4.5 GW SMR,0.0
2021-02-06 00:00:00,+4.5 GW SMR,0.0
2021-02-06 03:00:00,+4.5 GW SMR,0.0
2021-02-06 06:00:00,+4.5 GW SMR,0.0
2021-02-06 09:00:00,+4.5 GW SMR,0.0
2021-02-06 12:00:00,+4.5 GW SMR,0.0
2021-02-06 15:00:00,+4.5 GW SMR,0.0
2021-02-06 18:00:00,+4.5 GW SMR,0.0
2021-02-06 21:00:00,+4.5 GW SMR,0.0
2021-02-07 00:00:00,+4.5 GW SMR,0.0
2021-02-07 03:00:00,+4.5 GW SMR,0.0
2021-02-07 06:00:00,+4.5 GW SMR,0.0
2021-02-07 09:00:00,+4.5 GW SMR,0.0
2021-02-07 12:00:00,+4.5 GW SMR,0.0
2021-02-07 15:00:00,+4.5 GW SMR,0.0
2021-02-07 18:00:00,+4.5 GW SMR,0.0
2021-02-07 21:00:00,+4.5 GW SMR,0.0
2021-02-08 00:00:00,+4.5 GW SMR,0.0
2021-02-08 03:00:00,+4.5 GW SMR,0.0
2021-02-08 06:00:00,+4.5 GW SMR,0.0
2021-02-08 09:00:00,+4.5 GW SMR,0.0
2021-02-08 12:00:00,+4.5 GW SMR,0.0
2021-02-08 15:00:00,+4.5 GW SMR,0.0
2021-02-08 18:00:00,+4.5 GW SMR,0.0
2021-02-08 21:00:00,+4.5 GW SMR,0.0
2021-02-09 00:00:00,+4.5 GW SMR,0.0
2021-02-09 03:00:00,+4.5 GW SMR,0.0
2021-02-09 06:00:00,+4.5 GW SMR,0.0
2021-02-09 09:00:00,+4.5 GW SMR,0.0
2021-02-09 12:00:00,+4.5 GW SMR,0.0
2021-02-09 15:00:00,+4.5 GW SMR,0.0
2021-02-09 18:00:00,+4.5 GW SMR,0.0
2021-02-09 21:00:00,+4.5 GW SMR,0.0
2021-02-10 00:00:00,+4.5 GW SMR,0.0
2021-02-10 03:00:00,+4.5 GW SMR,0.0
2021-02-10 06:00:00,+4.5 GW SMR,0.0
2021-02-10 09:00:00,+4.5 GW SMR,0.0
2021-02-10 12:00:00,+4.5 GW SMR,0.0
2021-02-10 15:00:00,+4.5 GW SMR,0.0
2021-02-10 18:00:00,+4.5 GW SMR,0.0
2021-02-10 21:00:00,+4.5 GW SMR,0.0
