timestamp,scenario,demand_GW,onshore wind_GW,offshore wind_GW,solar_GW,biomass_GW,CCGT_GW,OCGT / oil / peaker_GW,waste_GW,geothermal_GW,load shedding_GW,nuclear_GW
2021-01-26 21:00:00,No nuclear,60.36267247772218,3.5387130311661807,1.7111124890397522,0.0,8.020001832999998,30.783128330000004,11.797089708999952,3.127659,0.026900000000000004,1.358068085516201,
2021-01-27 00:00:00,No nuclear,54.76082083638509,3.554256982830578,1.9078774383693493,0.0,8.020001832999998,30.783128330000004,7.340997252185072,3.127659,0.026900000000000004,0.0,
2021-01-27 03:00:00,No nuclear,59.81704000345867,3.671215714852667,1.8102687183356185,0.0,8.020001832999998,30.783128330000004,11.797089708999952,3.127659,0.026900000000000004,0.5807766982703361,
2021-01-27 06:00:00,No nuclear,73.31548080952963,3.568633580304576,2.0630938554967844,0.20974419961356222,8.020001832999998,30.783128330000004,11.797089708999952,3.127659,0.026900000000000004,13.71923030211469,
2021-01-27 09:00:00,No nuclear,75.96454414876301,3.7764106535915847,2.1638064004842934,1.2726668271892663,8.020001832999998,30.783128330000004,11.797089708999952,3.127659,0.026900000000000004,14.996881395497905,
2021-01-27 12:00:00,No nuclear,73.17819664255778,3.14484588921657,1.4564223991213063,1.0517651463946305,8.020001832999998,30.783128330000004,11.797089708999952,3.127659,0.026900000000000004,13.770384335825266,
2021-01-27 15:00:00,No nuclear,73.0039758758545,2.7641862776973305,1.0003668356568645,0.02393970998638176,8.020001832999998,30.783128330000004,11.797089708999952,3.127659,0.026900000000000004,15.460704180513906,
2021-01-27 18:00:00,No nuclear,68.53461248779297,3.306428486448727,1.1124812361735104,0.0,8.020001832999998,30.783128330000004,11.797089708999952,3.127659,0.026900000000000004,10.36092389317071,
2021-01-27 21:00:00,No nuclear,59.761424990336096,3.5730865978798776,1.7069237273618973,0.0,8.020001832999998,30.783128330000004,11.797089708999952,3.127659,0.026900000000000004,0.7266357930942926,
2021-01-28 00:00:00,No nuclear,53.4869900080363,3.65919303643304,1.1679883098929884,0.0,8.020001832999998,30.783128330000004,6.702119498710185,3.127659,0.026900000000000004,0.0,
2021-01-28 03:00:00,No nuclear,58.93346837615966,2.978534212431133,0.596625257558719,0.0,8.020001832999998,30.783128330000004,11.797089708999952,3.127659,0.026900000000000004,1.6035300341697711,
2021-01-28 06:00:00,No nuclear,72.19035919443765,2.2455168849276443,0.6515552494583977,0.09644487727787682,8.020001832999998,30.783128330000004,11.797089708999952,3.127659,0.026900000000000004,15.44206331077374,
2021-01-28 09:00:00,No nuclear,75.57766998291015,2.1350660123376133,1.0003383571636872,0.6240816545291592,8.020001832999998,30.783128330000004,11.797089708999952,3.127659,0.026900000000000004,18.063405086879715,
2021-01-28 12:00:00,No nuclear,72.94576168060303,2.462762104522993,0.9458969071686532,0.745273192623049,8.020001832999998,30.783128330000004,11.797089708999952,3.127659,0.026900000000000004,15.037050604288323,
2021-01-28 15:00:00,No nuclear,73.13306416575115,2.892248304724327,0.7730806967256051,0.01324578986121474,8.020001832999998,30.783128330000004,11.797089708999952,3.127659,0.026900000000000004,15.699710502439986,
2021-01-28 18:00:00,No nuclear,68.1628391240438,3.0828206349183014,1.4598728070482665,0.0,8.020001832999998,30.783128330000004,11.797089708999952,3.127659,0.026900000000000004,9.865366810077196,
2021-01-28 21:00:00,No nuclear,58.65301911163329,2.142906093121194,1.6623785569882221,0.0,8.020001832999998,30.783128330000004,11.797089708999952,3.127659,0.026900000000000004,1.0929555895238359,
2021-01-29 00:00:00,No nuclear,52.57397001647949,2.21791448058175,2.051283272054751,0.0,8.020001832999998,30.783128330000004,6.347083100842904,3.127659,0.026900000000000004,0.0,
2021-01-29 03:00:00,No nuclear,57.860579182942715,3.799925777124319,2.0833902275738296,0.0,8.020001832999998,30.783128330000004,10.019574015244494,3.127659,0.026900000000000004,0.0,
2021-01-29 06:00:00,No nuclear,71.29130755106608,6.526092315083868,2.106773420292279,0.18977418200227103,8.020001832999998,30.783128330000004,11.797089708999952,3.127659,0.026900000000000004,8.71388876168764,
2021-01-29 09:00:00,No nuclear,73.93026171112062,7.087155675031387,2.129313497474238,1.2348581036212092,8.020001832999998,30.783128330000004,11.797089708999952,3.127659,0.026900000000000004,9.724155562993774,
2021-01-29 12:00:00,No nuclear,70.74987334696452,7.399860948990365,2.1202450565977013,0.9714407064288898,8.020001832999998,30.783128330000004,11.797089708999952,3.127659,0.026900000000000004,6.503547762947535,
2021-01-29 15:00:00,No nuclear,70.50224086252847,7.3956509564722674,2.128275278741115,0.040461656261859276,8.020001832999998,30.783128330000004,11.797089708999952,3.127659,0.026900000000000004,7.183074099053222,
2021-01-29 18:00:00,No nuclear,66.04097080230713,6.499115130133165,2.082938957187825,0.0,8.020001832999998,30.783128330000004,11.797089708999952,3.127659,0.026900000000000004,3.7041378429861225,
2021-01-29 21:00:00,No nuclear,57.11544082387288,6.282131683620115,2.0865769221735952,0.0,8.020001832999998,30.783128330000004,6.789043055079095,3.127659,0.026900000000000004,0.0,
2021-01-26 21:00:00,+4.5 GW SMR,60.36267247772218,3.5387130311661807,1.7111124890397522,0.0,8.020001832999998,30.783128330000004,9.105157794516149,3.127659,0.026900000000000004,0.0,4.05
2021-01-27 00:00:00,+4.5 GW SMR,54.76082083638509,3.554256982830578,1.9078774383693493,0.0,8.020001832999998,30.783128330000004,3.290997252185133,3.127659,0.026900000000000004,0.0,4.05
2021-01-27 03:00:00,+4.5 GW SMR,59.81704000345867,3.671215714852667,1.8102687183356185,0.0,8.020001832999998,30.783128330000004,8.3278664072703,3.127659,0.026900000000000004,0.0,4.05
2021-01-27 06:00:00,+4.5 GW SMR,73.31548080952963,3.568633580304576,2.0630938554967844,0.20974419961356222,8.020001832999998,30.783128330000004,11.797089708999952,3.127659,0.026900000000000004,9.669230302114691,4.05
2021-01-27 09:00:00,+4.5 GW SMR,75.96454414876301,3.7764106535915847,2.1638064004842934,1.2726668271892663,8.020001832999998,30.783128330000004,11.797089708999952,3.127659,0.026900000000000004,10.946881395497908,4.05
2021-01-27 12:00:00,+4.5 GW SMR,73.17819664255778,3.14484588921657,1.4564223991213063,1.0517651463946305,8.020001832999998,30.783128330000004,11.797089708999952,3.127659,0.026900000000000004,9.720384335825269,4.05
2021-01-27 15:00:00,+4.5 GW SMR,73.0039758758545,2.7641862776973305,1.0003668356568645,0.02393970998638176,8.020001832999998,30.783128330000004,11.797089708999952,3.127659,0.026900000000000004,11.410704180513909,4.05
