timestamp,demand_GW,available_VRE_GW,residual_load_GW
2021-01-18 00:00:00,50.003429999999994,16.517958369604948,33.48547163039505
2021-01-18 03:00:00,55.967735,19.463791485806855,36.50394351419314
2021-01-18 06:00:00,71.5599275,26.801469818078512,44.758457681921485
2021-01-18 09:00:00,75.19805083333333,37.61539266313301,37.58265817020032
2021-01-18 12:00:00,73.86868750000002,46.57800413405579,27.290683365944233
2021-01-18 15:00:00,74.96314333333333,47.28378642243214,27.6793569109012
2021-01-18 18:00:00,69.53056250000002,51.412158290232746,18.11840420976727
2021-01-18 21:00:00,59.703646666666685,50.0631291549806,9.640517511686085
2021-01-19 00:00:00,54.21761,50.6747881622374,3.5428218377626024
2021-01-19 03:00:00,59.817627500000015,54.616102558895825,5.201524941104189
2021-01-19 06:00:00,73.76487833333336,61.68876826578364,12.07611006754972
2021-01-19 09:00:00,77.32319000000001,70.81363218679911,6.5095578132008995
2021-01-19 12:00:00,75.14993750000004,66.93365906784697,8.21627843215306
2021-01-19 15:00:00,74.36132833333333,57.5254063570728,16.835921976260536
2021-01-19 18:00:00,69.26131083333335,59.64114671548703,9.620164117846322
2021-01-19 21:00:00,60.30850333333334,65.99012214522406,-5.681618811890722
2021-01-20 00:00:00,54.60629416666666,70.49420187967128,-15.887907713004623
2021-01-20 03:00:00,60.156484999999996,71.35131703776287,-11.194832037762872
2021-01-20 06:00:00,73.53047416666668,72.28267088105605,1.2478032856106296
2021-01-20 09:00:00,75.47318666666669,77.23044063487157,-1.7572539682048784
2021-01-20 12:00:00,72.91867083333334,74.58391136624358,-1.6652405329102464
2021-01-20 15:00:00,73.78235416666669,66.9880245186463,6.794329648020394
2021-01-20 18:00:00,70.28687916666668,70.18752177554336,0.09935739112331987
2021-01-20 21:00:00,60.79127666666668,72.86571560333248,-12.074438936665793
2021-01-21 00:00:00,55.13072666666667,76.7257928831872,-21.59506621652053
2021-01-21 03:00:00,60.77444333333335,80.32562849916944,-19.55118516583609
2021-01-21 06:00:00,74.16527750000003,84.99530943024533,-10.830031930245298
2021-01-21 09:00:00,75.40184333333335,90.29910638706325,-14.897263053729901
2021-01-21 12:00:00,72.48285500000001,80.60621779544954,-8.123362795449523
2021-01-21 15:00:00,73.81111916666666,72.25279801256029,1.5583211541063662
2021-01-21 18:00:00,69.01939083333333,70.52988465966277,-1.5104938263294372
2021-01-21 21:00:00,59.73132,70.45277687600947,-10.72145687600947
2021-01-22 00:00:00,54.652175833333345,72.05274636284163,-17.400570529508286
2021-01-22 03:00:00,60.18403750000002,76.19060053204963,-16.006563032049613
2021-01-22 06:00:00,72.25684916666668,66.54928806522341,5.707561101443275
2021-01-22 09:00:00,72.89924250000001,58.66266759585871,14.236574904141307
2021-01-22 12:00:00,69.47670166666667,48.807870879106204,20.668830787560466
2021-01-22 15:00:00,70.63059916666667,35.88537444473138,34.74522472193529
2021-01-22 18:00:00,66.06937833333333,33.14508489444819,32.924293438885144
2021-01-22 21:00:00,56.46326333333334,27.393705840907323,29.069557492426014
2021-01-23 00:00:00,50.17759166666668,19.866398810497365,30.311192856169313
2021-01-23 03:00:00,49.157874166666666,17.203204816455663,31.954669350211002
2021-01-23 06:00:00,55.91691666666668,22.866032208345867,33.05088445832081
2021-01-23 09:00:00,62.075710833333346,30.900462374621316,31.17524845871203
2021-01-23 12:00:00,59.06156000000001,26.268004791619596,32.79355520838041
2021-01-23 15:00:00,60.98129000000001,15.251311924047755,45.72997807595225
2021-01-23 18:00:00,57.55996833333334,13.147622344538114,44.412345988795224
2021-01-23 21:00:00,50.45296250000002,8.301393668548515,42.151568831451506
2021-01-24 00:00:00,45.16400166666668,9.583145529714239,35.58085613695244
2021-01-24 03:00:00,44.99865833333334,13.76449584939107,31.23416248394227
2021-01-24 06:00:00,49.36078083333333,17.314738135960695,32.046042697372634
2021-01-24 09:00:00,57.58407500000001,21.90134711948715,35.682727880512864
