scenario,rank,modelled_marginal_price_EUR_per_MWh,near_VOLL
Matched reference,214,0.02677635561494008,False
Matched reference,215,0.026776355614461938,False
Matched reference,216,0.025713385949466025,False
Matched reference,217,0.025713385949466025,False
Matched reference,218,0.02571338594946602,False
Matched reference,219,0.025438582499253702,False
Matched reference,220,0.0254385824992537,False
Matched reference,221,0.0254385824992537,False
Matched reference,222,0.02508463639046457,False
Matched reference,223,0.025084636390464564,False
Severe fossil-rich,0,49.134033085249,False
Severe fossil-rich,1,49.134033085249,False
Severe fossil-rich,2,49.134033085249,False
Severe fossil-rich,3,49.134033085249,False
Severe fossil-rich,4,49.134033085248994,False
Severe fossil-rich,5,49.134033085248994,False
