timestamp,demand_GW
2021-01-18 00:00:00,50.003429999999994
2021-01-18 03:00:00,55.967735
2021-01-18 06:00:00,71.5599275
2021-01-18 09:00:00,75.19805083333333
2021-01-18 12:00:00,73.86868750000002
2021-01-18 15:00:00,74.96314333333333
2021-01-18 18:00:00,69.53056250000002
2021-01-18 21:00:00,59.703646666666685
2021-01-19 00:00:00,54.21761
2021-01-19 03:00:00,59.817627500000015
2021-01-19 06:00:00,73.76487833333336
2021-01-19 09:00:00,77.32319000000001
2021-01-19 12:00:00,75.14993750000004
2021-01-19 15:00:00,74.36132833333333
2021-01-19 18:00:00,69.26131083333335
2021-01-19 21:00:00,60.30850333333334
2021-01-20 00:00:00,54.60629416666666
2021-01-20 03:00:00,60.156484999999996
2021-01-20 06:00:00,73.53047416666668
2021-01-20 09:00:00,75.47318666666669
2021-01-20 12:00:00,72.91867083333334
2021-01-20 15:00:00,73.78235416666669
2021-01-20 18:00:00,70.28687916666668
2021-01-20 21:00:00,60.79127666666668
2021-01-21 00:00:00,55.13072666666667
2021-01-21 03:00:00,60.77444333333335
2021-01-21 06:00:00,74.16527750000003
2021-01-21 09:00:00,75.40184333333335
2021-01-21 12:00:00,72.48285500000001
2021-01-21 15:00:00,73.81111916666666
2021-01-21 18:00:00,69.01939083333333
2021-01-21 21:00:00,59.73132
2021-01-22 00:00:00,54.652175833333345
2021-01-22 03:00:00,60.18403750000002
2021-01-22 06:00:00,72.25684916666668
2021-01-22 09:00:00,72.89924250000001
2021-01-22 12:00:00,69.47670166666667
2021-01-22 15:00:00,70.63059916666667
2021-01-22 18:00:00,66.06937833333333
2021-01-22 21:00:00,56.46326333333334
2021-01-23 00:00:00,50.17759166666668
2021-01-23 03:00:00,49.157874166666666
2021-01-23 06:00:00,55.91691666666668
2021-01-23 09:00:00,62.075710833333346
2021-01-23 12:00:00,59.06156000000001
2021-01-23 15:00:00,60.98129000000001
2021-01-23 18:00:00,57.55996833333334
2021-01-23 21:00:00,50.45296250000002
2021-01-24 00:00:00,45.16400166666668
2021-01-24 03:00:00,44.99865833333334
2021-01-24 06:00:00,49.36078083333333
2021-01-24 09:00:00,57.58407500000001
2021-01-24 12:00:00,55.534041666666674
2021-01-24 15:00:00,58.75577416666668
2021-01-24 18:00:00,56.74953833333334
2021-01-24 21:00:00,53.045680000000004
2021-01-25 00:00:00,49.08622668711344
2021-01-25 03:00:00,55.0646300125122
2021-01-25 06:00:00,70.23549000549315
2021-01-25 09:00:00,72.94663248952229
2021-01-25 12:00:00,71.00362498982747
2021-01-25 15:00:00,71.82153081766764
2021-01-25 18:00:00,68.35056582132974
2021-01-25 21:00:00,60.21136752319336
2021-01-26 00:00:00,54.80994667307536
2021-01-26 03:00:00,59.528708361307785
2021-01-26 06:00:00,72.29098248799642
2021-01-26 09:00:00,74.89005414326986
2021-01-26 12:00:00,72.48909911346435
2021-01-26 15:00:00,73.43240670267743
2021-01-26 18:00:00,69.57480001831053
2021-01-26 21:00:00,60.36267247772218
2021-01-27 00:00:00,54.76082083638509
2021-01-27 03:00:00,59.81704000345867
2021-01-27 06:00:00,73.31548080952963
2021-01-27 09:00:00,75.96454414876301
2021-01-27 12:00:00,73.17819664255778
2021-01-27 15:00:00,73.0039758758545
2021-01-27 18:00:00,68.53461248779297
2021-01-27 21:00:00,59.761424990336096
2021-01-28 00:00:00,53.4869900080363
2021-01-28 03:00:00,58.93346837615966
2021-01-28 06:00:00,72.19035919443765
2021-01-28 09:00:00,75.57766998291015
2021-01-28 12:00:00,72.94576168060303
2021-01-28 15:00:00,73.13306416575115
2021-01-28 18:00:00,68.1628391240438
2021-01-28 21:00:00,58.65301911163329
2021-01-29 00:00:00,52.57397001647949
2021-01-29 03:00:00,57.860579182942715
2021-01-29 06:00:00,71.29130755106608
2021-01-29 09:00:00,73.93026171112062
2021-01-29 12:00:00,70.74987334696452
2021-01-29 15:00:00,70.50224086252847
2021-01-29 18:00:00,66.04097080230713
2021-01-29 21:00:00,57.11544082387288
2021-01-30 00:00:00,50.8414608815511
2021-01-30 03:00:00,49.86274088541666
2021-01-30 06:00:00,55.250262535095224
2021-01-30 09:00:00,61.02738585662842
2021-01-30 12:00:00,58.86118919881184
2021-01-30 15:00:00,61.735207499186195
2021-01-30 18:00:00,59.107530029296875
2021-01-30 21:00:00,53.255752540588375
2021-01-31 00:00:00,48.08971669514974
2021-01-31 03:00:00,46.8118316268921
2021-01-31 06:00:00,52.07371917978922
2021-01-31 09:00:00,58.8589399617513
2021-01-31 12:00:00,55.39877751668294
2021-01-31 15:00:00,59.391753288269044
2021-01-31 18:00:00,58.424955808003745
2021-01-31 21:00:00,54.43202746582031
2021-02-01 00:00:00,49.75197754669189
2021-02-01 03:00:00,56.48666502380371
2021-02-01 06:00:00,71.50810417683918
2021-02-01 09:00:00,73.81934999338786
2021-02-01 12:00:00,71.78408080546062
2021-02-01 15:00:00,72.04176502227781
2021-02-01 18:00:00,67.91642250061035
2021-02-01 21:00:00,58.124056640625
2021-02-02 00:00:00,51.779552495320644
2021-02-02 03:00:00,57.20101585133871
2021-02-02 06:00:00,71.14041002655031
2021-02-02 09:00:00,74.36205251057943
2021-02-02 12:00:00,72.52275171915689
2021-02-02 15:00:00,72.48418085988362
2021-02-02 18:00:00,68.21566750844319
2021-02-02 21:00:00,57.49120001729329
2021-02-03 00:00:00,51.58714084879558
2021-02-03 03:00:00,57.584676666259774
2021-02-03 06:00:00,72.08366253407796
2021-02-03 09:00:00,75.20585746765137
2021-02-03 12:00:00,73.4919674987793
2021-02-03 15:00:00,73.91946499379475
2021-02-03 18:00:00,70.04372496287027
2021-02-03 21:00:00,59.2318083190918
2021-02-04 00:00:00,52.74480001576742
2021-02-04 03:00:00,58.048663299560545
2021-02-04 06:00:00,71.32597666168212
2021-02-04 09:00:00,72.36406414286296
2021-02-04 12:00:00,68.65522503153484
2021-02-04 15:00:00,69.49449830373129
2021-02-04 18:00:00,66.46067002105713
2021-02-04 21:00:00,56.51117835744221
2021-02-05 00:00:00,51.30953332773844
2021-02-05 03:00:00,56.750838335673016
2021-02-05 06:00:00,69.81051665242512
2021-02-05 09:00:00,72.28995501454672
2021-02-05 12:00:00,69.15440001932781
2021-02-05 15:00:00,69.69919750722251
2021-02-05 18:00:00,65.65397830200196
2021-02-05 21:00:00,56.260201680501304
2021-02-06 00:00:00,49.8227366917928
2021-02-06 03:00:00,50.429063354492186
2021-02-06 06:00:00,57.12051002248128
2021-02-06 09:00:00,63.45127661641439
2021-02-06 12:00:00,61.26729828643799
2021-02-06 15:00:00,63.76953414662678
2021-02-06 18:00:00,60.8336675008138
2021-02-06 21:00:00,54.297103355407714
2021-02-07 00:00:00,48.961165008544924
2021-02-07 03:00:00,48.084594187418624
2021-02-07 06:00:00,53.18201502736409
2021-02-07 09:00:00,61.813018343607595
2021-02-07 12:00:00,60.13030500539144
2021-02-07 15:00:00,62.33439829508463
2021-02-07 18:00:00,60.90296500651042
2021-02-07 21:00:00,56.90764501698811
2021-02-08 00:00:00,53.22323416666668
2021-02-08 03:00:00,58.34741083333335
2021-02-08 06:00:00,71.66715416666666
2021-02-08 09:00:00,74.95923250000003
2021-02-08 12:00:00,72.9490825
2021-02-08 15:00:00,72.64451166666666
2021-02-08 18:00:00,69.17325500000003
2021-02-08 21:00:00,61.15621916666668
2021-02-09 00:00:00,56.61365666666667
2021-02-09 03:00:00,60.21842166666668
2021-02-09 06:00:00,72.61113750000001
2021-02-09 09:00:00,75.91984416666668
2021-02-09 12:00:00,74.20439166666668
2021-02-09 15:00:00,73.578695
2021-02-09 18:00:00,70.8629025
2021-02-09 21:00:00,62.68309333333333
2021-02-10 00:00:00,57.355256666666676
2021-02-10 03:00:00,61.24090333333334
