n,scale,energy_MWh
DE0,1.0,38401.06363786321
DE1,1.0,0.0
DE2,1.0,0.0
DE3,1.0,19781.710199930396
DE4,1.0,0.0
DE5,1.0,264429.09329971933
DE6,1.0,0.0
DE7,1.0,744.4341439999989
DE8,1.0,34815.354631999995
DE9,1.0,1382.2741211312084
