n,scale,power_MW
DE0,1.0,9600.265909465803
DE1,1.0,0.0
DE2,1.0,0.0
DE3,1.0,4945.427549982599
DE4,1.0,0.0
DE5,1.0,66107.27332492983
DE6,1.0,0.0
DE7,1.0,186.10853599999973
DE8,1.0,8703.838657999999
DE9,1.0,345.5685302828021
