n,k,scale,new_MW
DE0,ccgt,1.0,9197.803257781428
DE0,solar,1.0,2183.8591488930965
DE1,ccgt,1.0,8.438561605897892
DE1,onwind,1.0,4993.6952281552085
DE2,solar,1.0,24344.062259714483
DE3,solar,1.0,42197.35881956531
DE5,solar,1.0,169477.8616603773
DE6,solar,1.0,5429.269082091804
DE7,ccgt,1.0,12138.14512
