description,eens_impact_gwh_core,eens_impact_gwh_full_window,peak_shedding_impact_gw_core,peak_shedding_impact_gw_full_window,curtailment_impact_twh_core,curtailment_impact_twh_full_window,modelled_penalty_change_meur_core,modelled_penalty_change_meur_full_window
"a stylised limited-flexibility sensitivity, not a technology-specific operational forecast",0.0,0.0,0.0,0.0,0.0218,0.1076,0.0,0.0
